timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2023-12-01T00:00:00.000Z";"2023-12-31T23:59:59.999Z";"2023-12-24T04:17:00.000Z";"2023-12-01T00:50:00.000Z";"2781";21.3873013436;49.6556926883;21.1534877128;38.5449116835;42792749649.85;14086866595.76;"2023-12-31T23:59:59.999Z"
"2023-11-01T00:00:00.000Z";"2023-11-30T23:59:59.999Z";"2023-11-17T02:35:00.000Z";"2023-11-01T14:58:00.000Z";"2781";11.3248256964;24.5441893734;10.9326863916;21.3868613335;19116312159.02;7809020895.94;"2023-11-30T23:59:59.999Z"
"2023-10-01T00:00:00.000Z";"2023-10-31T23:59:59.999Z";"2023-10-31T06:28:00.000Z";"2023-10-19T01:47:00.000Z";"2781";9.242928609;11.7388526652;8.7175458151;11.3244017496;5395609800.68;4021410355.53;"2023-10-31T23:59:59.999Z"
"2023-09-01T00:00:00.000Z";"2023-09-30T23:59:59.999Z";"2023-09-08T00:59:00.000Z";"2023-09-25T00:26:00.000Z";"2781";9.9871073873;10.1288778719;8.7013001549;9.2437999149;2953861773.74;3273955857.18;"2023-09-30T23:59:59.999Z"
"2023-08-01T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-02T01:34:00.000Z";"2023-08-22T18:13:00.000Z";"2781";12.8234582132;12.9387315139;9.8392787383;9.9872689074;3338106462.85;3530412584.99;"2023-08-31T23:59:59.999Z"
"2023-07-01T00:00:00.000Z";"2023-07-31T23:59:59.999Z";"2023-07-14T09:02:00.000Z";"2023-07-06T14:40:00.000Z";"2781";13.0136332608;15.8726993721;12.3026137695;12.8253774089;4770855253.66;4438398192.43;"2023-07-31T23:59:59.999Z"
"2023-06-01T00:00:00.000Z";"2023-06-30T23:59:59.999Z";"2023-06-04T22:28:00.000Z";"2023-06-10T04:29:00.000Z";"2781";14.1194168648;14.9150991819;10.4236766169;13.0130504957;4491894418.52;4493518027;"2023-06-30T23:59:59.999Z"
"2023-05-01T00:00:00.000Z";"2023-05-31T23:59:59.999Z";"2023-05-06T00:40:00.000Z";"2023-05-25T01:31:00.000Z";"2781";17.1627700477;17.4822571365;13.8334823962;14.119640916;3989181727.59;4857252368.3;"2023-05-31T23:59:59.999Z"
"2023-04-01T00:00:00.000Z";"2023-04-30T23:59:59.999Z";"2023-04-18T11:40:00.000Z";"2023-04-26T20:04:00.000Z";"2781";17.7144159973;21.5252140597;16.4422664969;17.1662601696;6414707726.09;5634149963.87;"2023-04-30T23:59:59.999Z"
"2023-03-01T00:00:00.000Z";"2023-03-31T23:59:59.999Z";"2023-03-18T01:28:00.000Z";"2023-03-10T10:46:00.000Z";"2781";17.0823360169;18.1791820414;13.9416496896;17.7168909818;6476807853.06;5774034243.6;"2023-03-31T23:59:59.999Z"
"2023-02-01T00:00:00.000Z";"2023-02-28T23:59:59.999Z";"2023-02-02T13:19:00.000Z";"2023-02-13T17:57:00.000Z";"2781";19.8429475047;22.7051503386;16.933635268;17.0811141409;9270784410.54;5547291970.71;"2023-02-28T23:59:59.999Z"
"2023-01-01T00:00:00.000Z";"2023-01-31T23:59:59.999Z";"2023-01-28T00:52:00.000Z";"2023-01-01T09:08:00.000Z";"2781";10.9037340905;21.6840433916;10.6707330095;19.8444987854;13236655994.81;6248145596.08;"2023-01-31T23:59:59.999Z"
