timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2023-12-01T00:00:00.000Z";"2023-12-31T23:59:59.999Z";"2023-12-28T13:49:00.000Z";"2023-12-03T18:01:00.000Z";"2781";227.6888120382;337.4258015823;226.496017277;312.435695236;32486490576.26;47394056692.15;"2023-12-31T23:59:59.999Z"
"2023-11-01T00:00:00.000Z";"2023-11-30T23:59:59.999Z";"2023-11-21T15:55:00.000Z";"2023-11-01T14:58:00.000Z";"2781";226.4181677963;269.9175652196;222.860403825;227.683802316;23107989898.04;34539350409.57;"2023-11-30T23:59:59.999Z"
"2023-10-01T00:00:00.000Z";"2023-10-31T23:59:59.999Z";"2023-10-24T02:51:00.000Z";"2023-10-09T16:49:00.000Z";"2781";214.8003167113;236.75007424;203.6554358861;226.4399377595;11008246168.96;34351764180.37;"2023-10-31T23:59:59.999Z"
"2023-09-01T00:00:00.000Z";"2023-09-30T23:59:59.999Z";"2023-09-18T12:44:00.000Z";"2023-09-11T19:40:00.000Z";"2781";216.5984771091;221.0098501587;204.3567342525;214.8213045991;11433150479.5;33049535219.79;"2023-09-30T23:59:59.999Z"
"2023-08-01T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-02T00:28:00.000Z";"2023-08-22T16:28:00.000Z";"2781";241.1280474149;248.5115564717;204.3991384887;216.5977861687;14006470632.97;33323655435.27;"2023-08-31T23:59:59.999Z"
"2023-07-01T00:00:00.000Z";"2023-07-31T23:59:59.999Z";"2023-07-14T04:06:00.000Z";"2023-07-07T00:04:00.000Z";"2781";240.3869056243;261.1026000435;231.6457438946;241.120655869;15855392212.41;37097683428.26;"2023-07-31T23:59:59.999Z"
"2023-06-01T00:00:00.000Z";"2023-06-30T23:59:59.999Z";"2023-06-02T05:45:00.000Z";"2023-06-12T08:20:00.000Z";"2781";306.8828148235;308.3961409048;222.0713416072;240.369779695;16727991932.65;37461938068.72;"2023-06-30T23:59:59.999Z"
"2023-05-01T00:00:00.000Z";"2023-05-31T23:59:59.999Z";"2023-05-01T01:05:00.000Z";"2023-05-12T06:25:00.000Z";"2781";337.6052360161;339.3916697564;301.5824098111;306.8667045792;14496929395;47827181093.41;"2023-05-31T23:59:59.999Z"
"2023-04-01T00:00:00.000Z";"2023-04-30T23:59:59.999Z";"2023-04-17T02:44:00.000Z";"2023-04-03T21:04:00.000Z";"2781";317.059791261;350.0722982746;300.5087643474;337.6455370289;21721933050.91;52626345936.38;"2023-04-30T23:59:59.999Z"
"2023-03-01T00:00:00.000Z";"2023-03-31T23:59:59.999Z";"2023-03-18T06:00:00.000Z";"2023-03-10T11:46:00.000Z";"2781";301.510338392;346.4451172025;265.712443616;317.0399960631;18474039539.73;50056964245.78;"2023-03-31T23:59:59.999Z"
"2023-02-01T00:00:00.000Z";"2023-02-28T23:59:59.999Z";"2023-02-05T09:22:00.000Z";"2023-02-13T16:35:00.000Z";"2781";312.2771322147;337.3205290011;283.6963834532;301.4748145283;16694454180.03;47601444433.23;"2023-02-28T23:59:59.999Z"
"2023-01-01T00:00:00.000Z";"2023-01-31T23:59:59.999Z";"2023-01-24T03:58:00.000Z";"2023-01-02T01:10:00.000Z";"2781";246.3329064814;322.746225478;241.6924913861;312.361042095;17539133617.2;49322298701.1;"2023-01-31T23:59:59.999Z"
"2022-12-01T00:00:00.000Z";"2022-12-31T23:59:59.999Z";"2022-12-01T10:57:00.000Z";"2022-12-17T02:16:00.000Z";"2781";300.7543693272;301.4796862717;221.0031953179;246.3491895742;22415287547.87;39407173515.71;"2022-12-31T23:59:59.999Z"
"2022-11-01T00:00:00.000Z";"2022-11-30T23:59:59.999Z";"2022-11-08T16:45:00.000Z";"2022-11-21T19:38:00.000Z";"2781";326.2778726408;388.7155250829;250.6569389838;300.7943525852;42722804272.03;48118283430.36;"2022-11-30T23:59:59.999Z"
"2022-10-01T00:00:00.000Z";"2022-10-31T23:59:59.999Z";"2022-10-31T12:47:00.000Z";"2022-10-13T12:34:00.000Z";"2781";284.2734081441;336.7953167816;257.9745108446;326.3607282901;24373827089.9;52210645189.25;"2022-10-31T23:59:59.999Z"
"2022-09-01T00:00:00.000Z";"2022-09-30T23:59:59.999Z";"2022-09-12T14:19:00.000Z";"2022-09-19T07:28:00.000Z";"2781";279.2513297895;299.176304292;257.1868283463;284.1923010784;25812104852.37;45850807478.85;"2022-09-30T23:59:59.999Z"
"2022-08-01T00:00:00.000Z";"2022-08-31T23:59:59.999Z";"2022-08-10T15:07:00.000Z";"2022-08-29T10:34:00.000Z";"2781";283.6294951458;336.2836925669;272.805967616;279.238093076;38209345751.85;45051509128.88;"2022-08-31T23:59:59.999Z"
"2022-07-01T00:00:00.000Z";"2022-07-31T23:59:59.999Z";"2022-07-29T18:16:00.000Z";"2022-07-01T14:40:00.000Z";"2781";219.5289969503;301.2096954643;213.6656295493;283.5794728597;39049264273.2;45751935452.54;"2022-07-31T23:59:59.999Z"
"2022-06-01T00:00:00.000Z";"2022-06-30T23:59:59.999Z";"2022-06-01T00:58:00.000Z";"2022-06-18T20:13:00.000Z";"2781";320.4720304916;323.8850595571;184.5400570331;219.3000982095;38608308081.41;35806656571.72;"2022-06-30T23:59:59.999Z"
"2022-05-01T00:00:00.000Z";"2022-05-31T23:59:59.999Z";"2022-05-05T10:46:00.000Z";"2022-05-12T07:19:00.000Z";"2781";377.7656539101;412.4003743177;216.3615019615;320.4851088537;63775385601.65;52327838987.6;"2022-05-31T23:59:59.999Z"
"2022-04-01T00:00:00.000Z";"2022-04-30T23:59:59.999Z";"2022-04-05T12:31:00.000Z";"2022-04-30T23:59:00.000Z";"2781";429.1240316226;459.805583028;377.7678267306;377.7678267306;55167230560.79;61680787861.13;"2022-04-30T23:59:59.999Z"
"2022-03-01T00:00:00.000Z";"2022-03-31T23:59:59.999Z";"2022-03-31T01:55:00.000Z";"2022-03-14T00:15:00.000Z";"2781";395.6241248129;451.9610860247;360.301854991;428.916097119;54068965963.31;70821236649.88;"2022-03-31T23:59:59.999Z"
