timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2023-11-01T00:00:00.000Z";"2023-11-30T23:59:59.999Z";"2023-11-27T01:29:00.000Z";"2023-11-01T10:57:00.000Z";"2781";5.4648350305;7.4708052112;5.1937034943;6.3688661863;2855193379.9;840947428.43;"2023-11-30T23:59:59.999Z"
"2023-10-01T00:00:00.000Z";"2023-10-31T23:59:59.999Z";"2023-10-30T06:58:00.000Z";"2023-10-19T02:47:00.000Z";"2781";4.586245672;5.9668181432;4.0803074879;5.4647329452;1329330258.04;772668084.87;"2023-10-31T23:59:59.999Z"
"2023-09-01T00:00:00.000Z";"2023-09-30T23:59:59.999Z";"2023-09-14T13:07:00.000Z";"2023-09-11T19:40:00.000Z";"2781";4.6626397769;5.0736429763;4.0797217615;4.5870395191;951794766.21;648198948.03;"2023-09-30T23:59:59.999Z"
"2023-08-01T00:00:00.000Z";"2023-08-31T23:59:59.999Z";"2023-08-01T01:02:00.000Z";"2023-08-17T21:46:00.000Z";"2781";6.0070016758;6.2806339201;4.5577298289;4.6627405262;1126772197.4;656735467.15;"2023-08-31T23:59:59.999Z"
"2023-07-01T00:00:00.000Z";"2023-07-31T23:59:59.999Z";"2023-07-14T02:08:00.000Z";"2023-07-10T00:19:00.000Z";"2781";5.9457822939;6.8424990112;5.680963711;6.0070703423;1554001164.58;844030881.07;"2023-07-31T23:59:59.999Z"
"2023-06-01T00:00:00.000Z";"2023-06-30T23:59:59.999Z";"2023-06-05T14:03:00.000Z";"2023-06-15T17:40:00.000Z";"2781";6.869437687;7.4659348272;4.6176866796;5.9457031458;1494957081.63;708568224.01;"2023-06-30T23:59:59.999Z"
"2023-05-01T00:00:00.000Z";"2023-05-31T23:59:59.999Z";"2023-05-17T09:17:00.000Z";"2023-05-12T19:29:00.000Z";"2781";7.9345599912;8.0595663167;6.5388577384;6.8697366373;1337327351.81;803460910.55;"2023-05-31T23:59:59.999Z"
"2023-04-01T00:00:00.000Z";"2023-04-30T23:59:59.999Z";"2023-04-18T12:09:00.000Z";"2023-04-26T20:04:00.000Z";"2781";8.3881501623;9.5769628309;7.5241442104;7.9366063334;1503746492.35;921729913.43;"2023-04-30T23:59:59.999Z"
"2023-03-01T00:00:00.000Z";"2023-03-31T23:59:59.999Z";"2023-03-01T14:52:00.000Z";"2023-03-10T10:43:00.000Z";"2781";9.6078574709;10.0427718232;6.9157583614;8.3880867574;2115541499.95;969771531.37;"2023-03-31T23:59:59.999Z"
"2023-02-01T00:00:00.000Z";"2023-02-28T23:59:59.999Z";"2023-02-09T01:28:00.000Z";"2023-02-13T17:57:00.000Z";"2781";10.898796893;12.3712793895;9.2276176014;9.607595857;3225488778.61;1073672856.27;"2023-02-28T23:59:59.999Z"
"2023-01-01T00:00:00.000Z";"2023-01-31T23:59:59.999Z";"2023-01-23T01:10:00.000Z";"2023-01-01T07:28:00.000Z";"2781";6.0420632774;13.8262462557;5.9490285938;10.9003430887;6147901850.06;1095701950.68;"2023-01-31T23:59:59.999Z"
"2022-12-01T00:00:00.000Z";"2022-12-31T23:59:59.999Z";"2022-12-06T12:58:00.000Z";"2022-12-30T12:27:00.000Z";"2781";7.0166189274;9.5434161758;5.859069415;6.0419578456;3254746800.86;604955949;"2022-12-31T23:59:59.999Z"
"2022-11-01T00:00:00.000Z";"2022-11-30T23:59:59.999Z";"2022-11-05T04:47:00.000Z";"2022-11-09T22:13:00.000Z";"2781";9.2208225592;11.7125778257;5.8381800309;7.0164052914;3454876042.3;702835258.17;"2022-11-30T23:59:59.999Z"
"2022-10-01T00:00:00.000Z";"2022-10-31T23:59:59.999Z";"2022-10-05T00:08:00.000Z";"2022-10-24T22:17:00.000Z";"2781";12.5696274124;13.0443750134;8.2080653341;9.2215070254;2473648879.75;881649065.47;"2022-10-31T23:59:59.999Z"
"2022-09-01T00:00:00.000Z";"2022-09-30T23:59:59.999Z";"2022-09-03T23:13:00.000Z";"2022-09-19T09:25:00.000Z";"2781";14.1432003785;15.3338109765;11.7012912458;12.569148832;2814054928.18;1043945571.68;"2022-09-30T23:59:59.999Z"
"2022-08-01T00:00:00.000Z";"2022-08-31T23:59:59.999Z";"2022-08-13T03:08:00.000Z";"2022-08-27T05:46:00.000Z";"2781";18.0952311458;19.8568978518;13.0408214112;14.1435875158;4055719839.39;1176055387.91;"2022-08-31T23:59:59.999Z"
"2022-07-01T00:00:00.000Z";"2022-07-31T23:59:59.999Z";"2022-07-30T01:37:00.000Z";"2022-07-13T13:34:00.000Z";"2781";14.5544443639;20.3602706133;12.4688811204;18.095510176;6258865936.94;1498248180.97;"2022-07-31T23:59:59.999Z"
"2022-06-01T00:00:00.000Z";"2022-06-30T23:59:59.999Z";"2022-06-01T00:01:00.000Z";"2022-06-18T20:13:00.000Z";"2781";23.7411807747;23.8914227319;11.9193063179;14.5342675486;5614065284.32;1198723506.53;"2022-06-30T23:59:59.999Z"
"2022-05-01T00:00:00.000Z";"2022-05-31T23:59:59.999Z";"2022-05-05T07:46:00.000Z";"2022-05-11T13:02:00.000Z";"2781";29.0981832519;34.7535999454;17.1556919792;23.7038992069;11125487969.44;1443745240.95;"2022-05-31T23:59:59.999Z"
"2022-04-01T00:00:00.000Z";"2022-04-30T23:59:59.999Z";"2022-04-02T03:02:00.000Z";"2022-04-30T23:13:00.000Z";"2781";63.4534534843;74.8732699136;27.1698813497;29.0992951724;10998391619.86;1772365320.72;"2022-04-30T23:59:59.999Z"
"2022-03-01T00:00:00.000Z";"2022-03-31T23:59:59.999Z";"2022-03-25T08:46:00.000Z";"2022-03-14T00:53:00.000Z";"2781";54.4099915523;74.3703192868;44.8748487272;63.4465088999;14591420204.15;3864368240.82;"2022-03-31T23:59:59.999Z"
"2022-02-01T00:00:00.000Z";"2022-02-28T23:59:59.999Z";"2022-02-07T01:49:00.000Z";"2022-02-24T07:37:00.000Z";"2781";52.2882327805;71.7039533247;42.112495863;54.4109104812;13659828963.33;3314032530.14;"2022-02-28T23:59:59.999Z"
"2022-01-01T00:00:00.000Z";"2022-01-31T23:59:59.999Z";"2022-01-03T12:21:00.000Z";"2022-01-24T14:13:00.000Z";"2781";93.303627584;97.7771668324;44.6062818555;52.2779373099;9856903218.79;3184118466.71;"2022-01-31T23:59:59.999Z"
"2021-12-01T00:00:00.000Z";"2021-12-31T23:59:59.999Z";"2021-12-01T08:33:38.000Z";"2021-12-20T14:23:09.000Z";"2781";136.9474966446;143.2611245467;89.6299184156;93.2964437286;11043066450.45;5682453146.4;"2021-12-31T23:59:59.999Z"
"2021-11-01T00:00:00.000Z";"2021-11-30T23:59:59.999Z";"2021-11-06T19:26:07.000Z";"2021-11-18T17:15:11.000Z";"2781";138.1982138034;165.3690799374;121.0305720604;137.1489056997;18457752171.71;8353396973.91;"2021-11-30T23:59:59.999Z"
"2021-10-01T00:00:00.000Z";"2021-10-31T23:59:59.999Z";"2021-10-29T16:29:06.000Z";"2021-10-01T02:52:07.000Z";"2781";74.6110925082;164.1488500272;74.2496050517;138.2921724814;38550712459.95;8423030495.42;"2021-10-31T23:59:59.999Z"
"2021-09-01T00:00:00.000Z";"2021-09-30T23:59:59.999Z";"2021-09-04T14:19:08.000Z";"2021-09-21T21:20:06.000Z";"2781";72.21501764;94.62115781;48.2499762723;74.511683132;17765414899.83;4538320340.37;"2021-09-30T23:59:59.999Z"
"2021-08-01T00:00:00.000Z";"2021-08-31T23:59:59.999Z";"2021-08-21T09:12:06.000Z";"2021-08-01T23:29:09.000Z";"2781";42.55679391;83.26294048;37.41317378;72.19998889;41879521503.59;4397520823.37;"2021-08-31T23:59:59.999Z"
"2021-07-01T00:00:00.000Z";"2021-07-31T23:59:59.999Z";"2021-07-27T14:39:06.000Z";"2021-07-01T08:00:07.000Z";"2781";5.67896016;53.27649417;5.19701768;42.66028789;55805518730.26;2598331484.84;"2021-07-31T23:59:59.999Z"
"2021-06-01T00:00:00.000Z";"2021-06-30T23:59:59.999Z";"2021-06-30T23:31:07.000Z";"2021-06-22T13:56:07.000Z";"2781";4.94384939;5.85022957;2.86669157;5.68105598;755466408.38;346018917.02;"2021-06-30T23:59:59.999Z"
"2021-05-01T00:00:00.000Z";"2021-05-31T23:59:59.999Z";"2021-05-01T00:03:08.000Z";"2021-05-23T16:44:07.000Z";"2781";10.21628692;10.28010233;2.74419674;4.95018999;1408562524.79;301503696.7;"2021-05-31T23:59:59.999Z"
"2021-04-01T00:00:00.000Z";"2021-04-30T23:59:59.999Z";"2021-04-20T03:34:07.000Z";"2021-04-03T22:35:11.000Z";"2781";5.69335691;11.52086275;5.05973877;10.18463842;3719380113.2;440519062.07;"2021-04-30T23:59:59.999Z"
"2021-03-01T00:00:00.000Z";"2021-03-31T23:59:59.999Z";"2021-03-30T07:06:07.000Z";"2021-03-01T00:10:07.000Z";"2781";1.39906037;7.68779278;1.39712041;5.69730989;1649785163.58;246199472.44;"2021-03-31T23:59:59.999Z"
"2021-02-01T00:00:00.000Z";"2021-02-28T23:59:59.999Z";"2021-02-15T00:13:06.000Z";"2021-02-01T04:50:06.000Z";"2781";0.8060777;2.33294271;0.77394059;1.39582032;476409255.48;58879510.12;"2021-02-28T23:59:59.999Z"
"2021-01-01T00:00:00.000Z";"2021-01-31T23:59:59.999Z";"2021-01-27T07:47:06.000Z";"2021-01-11T16:47:06.000Z";"2781";0.53843889;1.14872339;0.4185955;0.80530512;603250980.86;33969967.49;"2021-01-31T23:59:59.999Z"
"2020-12-01T00:00:00.000Z";"2020-12-31T23:59:59.999Z";"2020-12-19T00:26:05.000Z";"2020-12-02T00:11:06.000Z";"2781";0.45623504;0.84997191;0.40490383;0.53831987;287794765.39;28524893.3;"2020-12-31T23:59:59.999Z"
"2020-11-01T00:00:00.000Z";"2020-11-30T23:59:59.999Z";"2020-11-15T14:45:07.000Z";"2020-11-06T08:01:05.000Z";"2781";0.17980058;0.68550107;0.12343134;0.45640103;272664905.07;24417459.58;"2020-11-30T23:59:59.999Z"
