slug,symbol,name,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
stacks,STX,Stacks,11/30/2023,50,0.6263448833,0.795788842,0.5880721097,0.6917973198,1754323996.86,984407215.75,0.4993589536648032,0.20771673229999998
stacks,STX,Stacks,10/31/2023,50,0.480454616,0.7467486609,0.4744536593,0.6263358374,1556859746.15,886748303.76,0.557785406296639,0.27229500160000003
stacks,STX,Stacks,09/30/2023,50,0.4895764145,0.5022067123,0.4216609541,0.4804784709,666697766.99,678144741.81,0.730237297586206,0.08054575820000004
stacks,STX,Stacks,08/31/2023,50,0.5878118929,0.6331341007,0.4191335239,0.4895026041,1263115200.47,687309949.75,0.3288265912748699,0.21400057679999995
stacks,STX,Stacks,07/31/2023,50,0.6930547219,0.7534355942,0.5831621301,0.5877827924,1307521326.0,820973409.05,0.027136714017202065,0.1702734641
stacks,STX,Stacks,06/30/2023,50,0.6003868133,0.8742757091,0.4604171228,0.693181356,3290849902.09,963089910.03,0.5624245597535401,0.41385858629999994
stacks,STX,Stacks,05/31/2023,50,0.7201144157,0.8250733291,0.5765819785,0.600307739,2121147706.0,829896945.73,0.0954792206759408,0.24849135059999994
stacks,STX,Stacks,04/30/2023,50,0.9314598828,1.0083205022,0.6755928072,0.720555668,2859597935.87,990965757.44,0.1351341095907271,0.3327276949999999
stacks,STX,Stacks,03/31/2023,50,0.8830569985,1.3006475116,0.5264241496,0.9314383073,9584812764.64,1274668384.82,0.5231231419493125,0.7742233620000001
stacks,STX,Stacks,02/28/2023,50,0.2768053353,0.9614227157,0.268099899,0.882895835,5300953637.51,1205092101.39,0.8867383579358264,0.6933228167000001
stacks,STX,Stacks,01/31/2023,50,0.2095038787,0.3077895638,0.2082515048,0.2768213916,384730837.08,376078410.1,0.6888810922061482,0.09953805900000001
stacks,STX,Stacks,12/31/2022,50,0.2551395002,0.3611624589,0.2052608846,0.209657801,603057719.55,283243503.28,0.02820315586768264,0.15590157429999998
stacks,STX,Stacks,11/30/2022,50,0.3184313421,0.3438851712,0.2004855803,0.2551373384,498780907.81,343594184.1,0.3811151604896247,0.1433995909
stacks,STX,Stacks,10/31/2022,50,0.3243528447,0.3414274989,0.2863692107,0.3184572832,295703084.55,427368301.84,0.5828018550711134,0.05505828820000003
stacks,STX,Stacks,09/30/2022,50,0.3640849532,0.4016927919,0.3153058685,0.3242980535,357881954.73,433487009.28,0.10409196954917875,0.08638692340000004
stacks,STX,Stacks,08/31/2022,50,0.4428727053,0.5202736164,0.353858996,0.363815649,614995226.78,484461448.39,0.059830398170953224,0.16641462040000005
stacks,STX,Stacks,07/31/2022,50,0.4075462171,0.4716803354,0.347388937,0.442874995,524090850.19,587317178.38,0.7682434925440504,0.12429139839999997
stacks,STX,Stacks,06/30/2022,50,0.5651989724,0.5838562881,0.3054550948,0.4067450106,931250784.58,537306419.59,0.36382716108135305,0.2784011933
stacks,STX,Stacks,05/31/2022,50,0.9233020275,1.0046813042,0.4604035332,0.5651989645,625964598.52,743716520.21,0.19254034774828233,0.544277771
stacks,STX,Stacks,04/30/2022,50,1.4414006731,1.5566955544,0.9220945507,0.9228500267,962976391.77,1209432516.09,0.0011904740074397595,0.6346010037
stacks,STX,Stacks,03/31/2022,50,1.2453532445,1.9018561278,1.0395469044,1.4413176418,2496472487.05,1881536627.96,0.46592420270753654,0.8623092233999998
stacks,STX,Stacks,02/28/2022,50,1.4952039482,1.7736592168,0.9875366631,1.2460289298,1049460142.46,1620083566.09,0.328819298572937,0.7861225537000001
stacks,STX,Stacks,01/31/2022,50,2.1677637468,2.6362228431,1.1975383874,1.4952922095,2971120605.63,1938603256.2,0.2069625628610314,1.4386844557
